sonnet_num,line,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
77.0,"Thy glass will show thee how thy beauties wear,
Thy dial how thy precious minutes waste,
The vacant leaves thy mind's imprint will bear,
And of this book this learning mayst thou taste.
The wrinkles which thy glass will truly show,
Of mouthed graves will give thee memory;
Thou by thy dial's shady stealth mayst know
Time's thievish progress to eternity.
Look what thy memory cannot contain
Commit to these waste blanks, and thou shalt find
Those children nurs'd, deliver'd from thy brain,
To take a new acquaintance of thy mind.
These offices, so oft as thou wilt look,
Shall profit thee, and much enrich thy book.",0.09,0.782,0.128,0.7725,will show wear leave will bear learn will show will give know look can contain find nurs'd deliver'd take look profit,glass thee beauty dial minute waste mind imprint book wrinkle glass grave memory dial progress eternity memory waste blank child brain acquaintance mind office enrich thy book,how how truly so oft,Thy glass thee thy beauty wear Thy dial thy precious minute waste vacant leave thy mind imprint bear book learn mayst thou taste wrinkle thy glass truly mouthed grave thee memory Thou thy dial shady stealth mayst know Time thievish progress eternity look thy memory contain Commit waste blank thou shalt find child nurs d deliver d thy brain new acquaintance thy mind office oft thou wilt look Shall profit thee enrich thy book 
78.0,"So oft have I invok'd thee for my Muse,
And found such fair assistance in my verse,
As every alien pen hath got my use,
And under thee their poesy disperse.
Thine eyes, that taught the dumb on high to sing,
And heavy ignorance aloft to fly,
Have added feathers to the learned's wing,
And given grace a double majesty.
Yet be most proud of that which I compile,
Whose influence is thine, and born of thee:
In others' works thou dost but mend the style,
And arts with thy sweet graces graced be;
But thou art all my art, and dost advance
As high as learning my rude ignorance.",0.091,0.79,0.119,0.3499,find get teach sing fly add learn give compile bear mend grace dost learn,assistance verse pen use poesy disperse eye dumb ignorance feather wing grace majesty influence thine other work style art grace art advance ignorance,so oft aloft yet most as high,oft invok d thee Muse find fair assistance verse alien pen hath get use thee poesy disperse thine eye teach dumb high sing heavy ignorance aloft fly add feather learn wing give grace double majesty proud compile influence thine bear thee work thou dost mend style art thy sweet grace grace thou art art dost advance high learn rude ignorance 
79.0,"Whilst I alone did call upon thy aid,
My verse alone had all thy gentle grace,
But now my gracious numbers are decay'd,
And my sick Muse doth give another place.
I grant, sweet love, thy lovely argument
Deserves the travail of a worthier pen,
Yet what of thee thy poet doth invent
He robs thee of, and pays it thee again.
He lends thee virtue, and he stole that word
From thy behavior; beauty doth he give,
And found it in thy cheek; he can afford
No praise to thee but what in thee doth live.
Then thank him not for that which he doth say,
Since what he owes thee, thou thyself dost pay.",0.121,0.601,0.279,0.9833,call give grant deserve rob pay lend steal give find can afford live thank say owe,aid verse grace number doth place love argument travail pen poet doth invent virtue word behavior beauty doth cheek praise doth doth pay,alone alone now again then,whilst thy aid verse thy gentle grace gracious number decay d sick Muse doth place grant sweet love thy lovely argument deserve travail worthy pen thee thy poet doth invent rob thee pay thee lend thee virtue steal word thy behavior beauty doth find thy cheek afford praise thee thee doth live thank doth owe thee thou thyself dost pay 
80.0,"O how I faint when I of you do write,
Knowing a better spirit doth use your name,
And in the praise thereof spends all his might,
To make me tongue-tied, speaking of your fame.
But since your worth (wide as the ocean is)
The humble as the proudest sail doth bear,
My saucy bark (inferior far to his)
On your broad main doth willfully appear.
Your shallowest help will hold me up afloat,
Whilst he upon your soundless deep doth ride,
Or (being wrack'd) I am a worthless boat,
He of tall building and of goodly pride.
Then if he thrive and I be cast away,
The worst was this: my love was my decay.",0.095,0.706,0.198,0.9042,faint write know use spend make tie speak appear will hold thrive be cast,spirit doth name praise might tongue fame worth ocean sail doth bear bark doth shallowest help soundless doth ride boat building pride love decay,how when thereof inferior far willfully afloat then away,o faint write know well spirit doth use praise thereof spend tongue tie speak fame worth wide ocean humble proud sail doth bear saucy bark inferior far broad main doth willfully appear shallowest help hold afloat whilst soundless deep doth ride wrack d worthless boat tall building goodly pride thrive cast away bad love decay 
81.0,"Or I shall live your epitaph to make,
Or you survive when I in earth am rotten;
From hence your memory death cannot take,
Although in me each part will be forgotten.
Your name from hence immortal life shall have,
Though I (once gone) to all the world must die;
The earth can yield me but a common grave,
When you entombed in men's eyes shall lie;
Your monument shall be my gentle verse,
Which eyes not yet created shall o'er-read,
And tongues to be your being shall rehearse,
When all the breathers of this world are dead;
You still shall live (such virtue hath my pen)
Where breath most breathes, even in the mouths of men.",0.151,0.78,0.069,-0.8723,shall live make survive can take will forget shall go must die can yield entomb shall lie shall eye create shall read shall rehearse shall live,epitaph earth memory death part name life world earth grave man eye monument verse o'er tongue breather world virtue pen breath breathe mouth man,when hence hence once when yet when still where even,shall live epitaph survive earth rotten memory death forget immortal life shall go world die earth yield common grave entomb man eye shall lie monument shall gentle verse eye create shall o er read tongue shall rehearse breather world dead shall live virtue hath pen breath breathe mouth man 
82.0,"I grant thou wert not married to my Muse,
And therefore mayest without attaint o'erlook
The dedicated words which writers use
Of their fair subject, blessing every book.
Thou art as fair in knowledge as in hue,
Finding thy worth a limit past my praise,
And therefore art enforc'd to seek anew
Some fresher stamp of the time-bettering days.
And do so, love; yet when they have devis'd
What strained touches rhetoric can lend,
Thou, truly fair, wert truly sympathiz'd
In true plain words by thy true-telling friend;
And their gross painting might be better us'd
Where cheeks need blood, in thee it is abus'd.",0.043,0.649,0.307,0.9865,grant use bless find seek better love strain can lend sympathiz'd tell may need,word writer subject book art knowledge limit praise art fresher stamp time day touch rhetoric wert word friend painting cheek blood,therefore mayest as therefore anew so when truly truly where,grant thou wert married Muse mayest attaint o erlook dedicated word writer use fair subject bless book Thou art fair knowledge hue find thy worth limit past praise art enforc d seek anew fresher stamp time better day love devis d strain touch rhetoric lend Thou truly fair wert truly sympathiz d true plain word thy true tell friend gross painting well us d cheek need blood thee abus d 
83.0,"I never saw that you did painting need,
And therefore to your fair no painting set;
I found (or thought I found) you did exceed
The barren tender of a poet's debt;
And therefore have I slept in your report,
That you yourself, being extant, well might show
How far a modern quill doth come too short,
Speaking of worth, what worth in you doth grow.
This silence for my sin you did impute,
Which shall be most my glory being dumb,
For I impair not beauty being mute,
When others would give life and bring a tomb.
There lives more life in one of your fair eyes
Than both your poets can in praise devise.",0.114,0.747,0.139,0.2974,see find think find exceed sleep may show come speak grow impute shall impair would give bring live can,painting need painting set tender poet debt report quill doth worth doth silence sin glory beauty other life tomb life eye poet praise devise,never therefore therefore how far too when there,see painting need fair painting set find think find exceed barren tender poet debt sleep report extant far modern quill doth come short speak worth worth doth grow silence sin impute shall glory dumb impair beauty mute life bring tomb live life fair eye poet praise devise 
84.0,"Who is it that says most, which can say more
Than this rich praise, that you alone are you,
In whose confine immured is the store
Which should example where your equal grew?
Lean penury within that pen doth dwell
That to his subject lends not some small glory,
But he that writes of you, if he can tell
That you are you, so dignifies his story.
Let him but copy what in you is writ,
Not making worse what nature made so clear,
And such a counterpart shall fame his wit,
Making his style admired every where.
You to your beauteous blessings add a curse,
Being fond on praise, which makes your praises worse.",0.052,0.607,0.341,0.9939,say can say immure should example grow lend write can tell dignify let copy make make shall fame make admire add make,praise confine store penury pen doth glory story writ nature counterpart wit style blessing curse praise praise,most alone where so so where,say rich praise confine immure store example equal grow lean penury pen doth dwell subject lend small glory write tell dignify story let copy writ make bad nature clear counterpart shall fame wit make style admire beauteous blessing add curse fond praise make praise bad 
85.0,"My tongue-tied Muse in manners holds her still,
While comments of your praise, richly compil'd,
Reserve their character with golden quill
And precious phrase by all the Muses fil'd.
I think good thoughts whilst other write good words,
And like unlettered clerk still cry  ""Amen""
To every hymn that able spirit affords
In polish'd form of well-refined pen.
Hearing you prais'd, I say, ""'Tis so, 'tis true,""
And to the most of praise add something more,
But that is in my thought, whose love to you
(Though words come hindmost) holds his rank before.
Then others for the breath of words respect,
Me for my dumb thoughts, speaking in effect.",0.051,0.748,0.201,0.9464,tie hold think write cry afford refine hear prais'd say tis add come hold speak,tongue manner comment praise character quill phrase thought word clerk hymn spirit polish'd form pen praise thought love word hindmost rank other breath word respect thought effect,still richly still well so before then,tongue tie Muse manner hold comment praise richly compil d Reserve character golden quill precious phrase Muses fil d think good thought whilst write good word like unlettered clerk cry amen hymn able spirit afford polish d form refine pen hear prais d Tis tis true praise add thought love word come hindmost hold rank breath word respect dumb thought speak effect 
86.0,"Was it the proud full sail of his great verse,
Bound for the prize of all-too-precious you,
That did my ripe thoughts in my brain inhearse,
Making their tomb the womb wherein they grew?
Was it his spirit, by spirits taught to write
Above a mortal pitch, that struck me dead?
No, neither he, nor his compeers by night
Giving him aid, my verse astonished.
He, nor that affable familiar ghost
Which nightly gulls him with intelligence,
As victors of my silence cannot boast;
I was not sick of any fear from thence:
But when your countenance fill'd up his line,
Then lack'd I matter, that enfeebled mine.",0.081,0.774,0.145,0.6716,bind make grow teach write strike give astonish gull can boast fill'd matter enfeeble,sail verse prize thought brain inhearse tomb womb spirit spirit pitch compeer night aid verse ghost intelligence victor silence fear thence countenance line mine,all too wherein nightly when then lack'd,proud sail great verse bind prize precious ripe thought brain inhearse make tomb womb grow spirit spirit teach write mortal pitch strike dead compeer night give aid verse astonish affable familiar ghost nightly gull intelligence victor silence boast sick fear countenance fill d line lack d matter enfeeble 
87.0,"Farewell, thou art too dear for my possessing,
And like enough thou know'st thy estimate;
The charter of thy worth gives thee releasing;
My bonds in thee are all determinate.
For how do I hold thee but by thy granting,
And for that riches where is my deserving?
The cause of this fair gift in me is wanting,
And so my patent back again is swerving.
Thyself thou gav'st, thy own worth then not knowing,
Or me, to whom thou gav'st it, else mistaking,
So thy great gift, upon misprision growing,
Comes home again, on better judgment making.
Thus have I had thee as a dream doth flatter:
In sleep a king, but waking no such matter.",0.038,0.657,0.306,0.988,give hold want swerve thy know mistake thy grow come make have wake,possessing estimate charter worth releasing bond determinate granting riches deserving cause gift patent worth gift misprision judgment dream doth flatter sleep king matter,too how where so back again then else so home again thus,Farewell thou art dear possessing like thou know st thy estimate charter thy worth give thee releasing bond thee determinate hold thee thy granting riches deserving cause fair gift want patent swerve Thyself thou gav st thy worth know thou gav st mistake thy great gift misprision grow come home well judgment make thee dream doth flatter sleep king wake matter 
88.0,"When thou shalt be dispos'd to set me light,
And place my merit in the eye of scorn,
Upon thy side against myself I'll fight,
And prove thee virtuous, though thou art forsworn.
With mine own weakness being best acquainted,
Upon thy part I can set down a story
Of faults conceal'd, wherein I am attainted,
That thou in losing me shall win much glory.
And I by this will be a gainer too,
For bending all my loving thoughts on thee,
The injuries that to myself I do,
Doing thee vantage, double-vantage me.
Such is my love, to thee I so belong,
That for thy right myself will bear all wrong.",0.125,0.683,0.192,0.8979,dispos'd set place will fight prove forswear acquaint can set attaint lose shall win will bend love do belong will bear,shalt light merit eye scorn side weakness part story fault glory gainer thought injury thee vantage vantage love,when best wherein too so,thou shalt dispos d set light place merit eye scorn thy fight prove thee virtuous thou art forswear weakness best acquaint thy set story fault conceal d attaint thou lose shall win glory gainer bend love thought thee injury thee vantage double vantage love thee belong thy right bear wrong 
89.0,"Say that thou didst forsake me for some fault,
And I will comment upon that offense;
Speak of my lameness, and I straight will halt,
Against thy reasons making no defense.
Thou canst not, love, disgrace me half so ill,
To set a form upon desired change,
As I'll myself disgrace, knowing thy will:
I will acquaintance strangle and look strange,
Be absent from thy walks, and in my tongue
Thy sweet beloved name no more shall dwell,
Lest I (too much profane) should do it wrong,
And haply of our old acquaintance tell.
For thee, against myself I'll vow debate,
For I must ne'er love him whom thou dost hate.",0.222,0.639,0.14,-0.9005,say forsake will comment speak will halt make love disgrace set desire will disgrace know will acquaintance look shall dwell should tell will vow debate must love,fault offense lameness reason defense half form change will strangle thy walk tongue name profane acquaintance,straight so ill no too wrong haply,thou didst forsake fault comment offense speak lameness straight halt thy reason make defense Thou canst love disgrace half ill set form desire change disgrace know thy acquaintance strangle look strange absent thy walk tongue Thy sweet beloved shall dwell Lest profane wrong haply old acquaintance tell thee vow debate ne er love thou dost hate 
90.0,"Then hate me when thou wilt, if ever, now,
Now while the world is bent my deeds to cross,
Join with the spite of fortune, make me bow,
And do not drop in for an after-loss.
Ah, do not, when my heart hath scap'd this sorrow,
Come in the rearward of a conquer'd woe;
Give not a windy night a rainy morrow,
To linger out a purpos'd overthrow.
If thou wilt leave me, do not leave me last,
When other petty griefs have done their spite,
But in the onset come, so shall I taste
At first the very worst of fortune's might;
And other strains of woe, which now seem woe,
Compar'd with loss of thee will not seem so.",0.24,0.73,0.03,-0.9792,hate cross join make bow drop scap'd come give linger wilt leave leave do come shall taste seem will seem,world deed spite fortune loss heart hath sorrow rearward woe night morrow purpos'd overthrow spite onset fortune might strain loss thee,then when ever now now when when first very now so,hate thou wilt world bent deed cross join spite fortune bow drop loss ah heart hath scap d sorrow come rearward conquer d woe windy night rainy morrow linger purpos d overthrow thou wilt leave leave petty griefs spite onset come shall taste bad fortune strain woe woe Compar d loss thee 
91.0,"Some glory in their birth, some in their skill,
Some in their wealth, some in their body's force,
Some in their garments, though new-fangled ill,
Some in their hawks and hounds, some in their horse;
And every humor hath his adjunct pleasure,
Wherein it finds a joy above the rest,
But these particulars are not my measure,
All these I better in one general best.
Thy love is better than high birth to me,
Richer than wealth, prouder than garments' cost,
Of more delight than hawks or horses be;
And having thee, of all men's pride I boast:
Wretched in this alone, that thou mayst take
All this away, and me most wretched make.",0.032,0.632,0.337,0.9935,fangle hath find have boast take make,glory birth skill wealth body force garment hawk hound horse humor pleasure joy rest particular measure love birth wealth prouder garment cost delight hawk horse man pride,new wherein better alone away most,glory birth skill wealth body force garment new fangle ill hawk hound horse humor hath adjunct pleasure find joy rest particular measure better general good Thy love well high birth rich wealth prouder garment cost delight hawk horse have thee man pride boast Wretched thou mayst away wretched 
92.0,"But do thy worst to steal thyself away,
For term of life thou art assured mine,
And life no longer than thy love will stay,
For it depends upon that love of thine.
Then need I not to fear the worst of wrongs,
When in the least of them my life hath end;
I see a better state to me belongs
Than that which on thy humor doth depend.
Thou canst not vex me with inconstant mind,
Since that my life on thy revolt doth lie;
O, what a happy title do I find,
Happy to have thy love, happy to die!
But what's so blessed-fair that fears no blot?
Thou mayst be false, and yet I know it not.",0.176,0.558,0.265,0.9544,thy steal assure will stay depend need fear see belong depend vex find die fear know,term mine life love love thine wrong life hath end state humor doth mind life revolt doth lie title love blot,no longer then when so yet,thy bad steal thyself away term life thou art assure life longer thy love stay depend love thine need fear bad wrong life hath end well state belong thy humor doth depend Thou canst vex inconstant mind life thy revolt doth lie o happy title find happy thy love happy die blessed fair fear blot Thou mayst false know 
93.0,"So shall I live, supposing thou art true,
Like a deceived husband, so love's face
May still seem love to me, though alter'd new:
Thy looks with me, thy heart in other place.
For there can live no hatred in thine eye,
Therefore in that I cannot know thy change.
In many's looks the false heart's history
Is writ in moods and frowns and wrinkles strange;
But heaven in thy creation did decree
That in thy face sweet love should ever dwell;
What e'er thy thoughts or thy heart's workings be,
Thy looks should nothing thence but sweetness tell.
How like Eve's apple doth thy beauty grow,
If thy sweet virtue answer not thy show!",0.075,0.645,0.281,0.9865,shall live suppose deceive May seem look can live can know look writ decree should dwell look should thence tell grow,husband love face love heart place hatred thine eye change heart history mood frown wrinkle creation face love thought heart working sweetness apple doth beauty virtue answer show,so still alter'd therefore ever how,shall live suppose thou art true like deceive husband love face love alter d new Thy look thy heart place live hatred thine eye know thy change look false heart history writ mood frown wrinkle strange heaven thy creation decree thy face sweet love dwell e er thy thought thy heart working Thy look sweetness tell like Eve apple doth thy beauty grow thy sweet virtue answer thy 
94.0,"They that have pow'r to hurt, and will do none,
That do not do the thing they most do show,
Who moving others, are themselves as stone,
Unmoved, cold, and to temptation slow,
They rightly do inherit heaven's graces,
And husband nature's riches from expense;
They are the lords and owners of their faces,
Others but stewards of their excellence.
The summer's flow'r is to the summer sweet,
Though to itself it only live and die,
But if that flow'r with base infection meet,
The basest weed outbraves his dignity:
For sweetest things turn sourest by their deeds;
Lilies that fester smell far worse than weeds.",0.092,0.772,0.136,0.6705,hurt will show move live die flow'r outbrave turn smell,pow'r none thing other stone temptation grace husband nature rich expense lord owner face other steward excellence summer flow'r summer base infection meet basest weed dignity thing deed fester weed,most rightly only sourest far,pow r hurt thing move stone Unmoved cold temptation slow rightly inherit heaven grace husband nature rich expense lord owner face steward excellence summer flow r summer sweet live die flow r base infection meet basest weed outbrave dignity sweetest thing turn sourest deed Lilies fester smell far bad weed 
95.0,"How sweet and lovely dost thou make the shame
Which like a canker in the fragrant rose,
Doth spot the beauty of thy budding name!
O, in what sweets dost thou thy sins enclose!
That tongue that tells the story of thy days
(Making lascivious comments on thy sport)
Cannot dispraise but in a kind of praise,
Naming thy name blesses an ill report.
O, what a mansion have those vices got
Which for their habitation chose out thee,
Where beauty's veil doth cover every blot,
And all things turns to fair that eyes can see!
Take heed, dear heart, of this large privilege,
The hardest knife ill us'd doth lose his edge.",0.107,0.676,0.217,0.9381,make rise bud dost enclose tell make can dispraise name bless get choose turn fair can see take lose,shame canker spot beauty thy name sweet sin tongue story day comment sport kind praise name report mansion vice habitation beauty doth cover blot thing eye heed heart privilege knife doth edge,how where,sweet lovely dost thou shame like canker fragrant rise Doth spot beauty thy bud o sweet dost thou thy sin enclose tongue tell story thy day make lascivious comment thy sport dispraise kind praise name thy bless ill report o mansion vice get habitation choose thee beauty veil doth cover blot thing turn fair eye heed dear heart large privilege hard knife ill us d doth lose edge 
96.0,"Some say thy fault is youth, some wantonness,
Some say thy grace is youth and gentle sport;
Both grace and faults are lov'd of more and less:
Thou mak'st faults graces that to thee resort.
As on the finger of a throned queen
The basest jewel will be well esteem'd,
So are those errors that in thee are seen
To truths translated, and for true things deem'd.
How many lambs might the stern wolf betray,
If like a lamb he could his looks translate!
How many gazers mightst thou lead away,
If thou wouldst use the strength of all thy state!
But do not so, I love thee in such sort,
As thou being mine, mine is thy good report.",0.117,0.719,0.165,0.403,say say grace throne will see translate deem'd may could lead use love,fault youth wantonness grace youth sport grace fault lov'd fault resort finger queen jewel error truth thing lamb lamb look gazer strength state sort mine mine report,more less well so how how away so,thy fault youth wantonness thy grace youth gentle sport grace fault lov d Thou mak st fault grace thee resort finger throne queen basest jewel esteem d error thee see truth translate true thing deem d lamb stern wolf betray like lamb look translate gazer mightst thou lead away thou wouldst use strength thy state love thee sort thou thy good report 
97.0,"How like a winter hath my absence been
From thee, the pleasure of the fleeting year!
What freezings have I felt, what dark days seen!
What old December's bareness every where!
And yet this time remov'd was summer's time,
The teeming autumn, big with rich increase,
Bearing the wanton burden of the prime,
Like widowed wombs after their lords' decease:
Yet this abundant issue seem'd to me
But hope of orphans and unfathered fruit,
For summer and his pleasures wait on thee,
And thou away, the very birds are mute;
Or if they sing, 'tis with so dull a cheer
That leaves look pale, dreading the winter's near.",0.103,0.718,0.179,0.8363,be feel see teem bear widow seem'd wait sing tis leave look dread,winter hath absence pleasure year freezing day bareness time summer time autumn increase burden prime womb lord decease issue hope orphan fruit summer pleasure bird cheer winter,how every where yet away so,like winter hath absence thee pleasure fleeting year freezing feel dark day see old December bareness time remov d summer time teem autumn big rich increase bear wanton burden prime like widow womb lord decease abundant issue seem d hope orphan unfathered fruit summer pleasure wait thee thou away bird mute sing tis dull cheer leave look pale dread winter near 
98.0,"From you have I been absent in the spring,
When proud-pied April (dress'd in all his trim)
Hath put a spirit of youth in every thing,
That heavy Saturn laugh'd and leapt with him.
Yet nor the lays of birds, nor the sweet smell
Of different flowers in odor and in hue,
Could make me any summer's story tell,
Or from their proud lap pluck them where they grew;
Nor did I wonder at the lily's white,
Nor praise the deep vermilion in the rose,
They were but sweet, but figures of delight,
Drawn after you, you pattern of all those.
Yet seem'd it winter still, and, you away,
As with your shadow I with these did play.",0.055,0.851,0.094,0.7121,pie put leapt Could make tell grow wonder praise seem'd play,spring trim spirit youth thing laugh'd lay bird smell flower odor summer story lap pluck lily white vermilion rose figure delight pattern winter shadow,when proud where yet still away,absent spring proud pie April dress d trim Hath spirit youth thing heavy Saturn laugh d leapt lay bird sweet smell different flower odor hue summer story tell proud lap pluck grow wonder lily white praise deep vermilion rose sweet figure delight Drawn pattern seem d winter away shadow play 
99.0,"The forward violet thus did I chide:
Sweet thief, whence didst thou steal thy sweet that smells,
If not from my love's breath? The purple pride
Which on thy soft cheek for complexion dwells
In my love's veins thou hast too grossly dy'd.
The lily I condemned for thy hand,
And buds of marjerom had stol'n thy hair;
The roses fearfully on thorns did stand,
One blushing shame, another white despair;
A third, nor red nor white, had stol'n of both,
And to his robb'ry had annex'd thy breath,
But for his theft in pride of all his growth
A vengeful canker eat him up to death.
More flowers I noted, yet I none could see
But sweet or color it had stol'n from thee.",0.141,0.729,0.13,0.1027,chide steal smell dy'd condemn stol'n stand blush eat note could see color stol'n,violet thief whence love breath pride cheek complexion dwell love vein lily hand bud hair rose thorn shame despair stol'n robb'ry annex'd breath theft pride growth canker death flower none,thus too grossly fearfully,forward violet chide sweet thief didst thou steal thy sweet smell love breath purple pride thy soft cheek complexion dwell love vein thou hast grossly dy d lily condemn thy hand bud marjerom stol n thy hair rose fearfully thorn stand blush shame white despair red white stol n robb ry annex d thy breath theft pride growth vengeful canker eat death flower note sweet color stol n thee 
100.0,"Where art thou, Muse, that thou forget'st so long
To speak of that which gives thee all thy might?
Spend'st thou thy fury on some worthless song,
Dark'ning thy pow'r to lend base subjects light?
Return, forgetful Muse, and straight redeem
In gentle numbers time so idly spent;
Sing to the ear that doth thy lays esteem,
And gives thy pen both skill and argument.
Rise, resty Muse, my love's sweet face survey,
If Time have any wrinkle graven there;
If any, be a satire to decay,
And make Time's spoils despised every where.
Give my love fame faster than Time wastes life,
So thou prevent'st his scythe and crooked knife.",0.143,0.744,0.113,-0.4515,speak give lend spend sing esteem give rise grave decay make despise give waste prevent'st,art might fury song pow'r base subject light muse redeem number time ear doth lay pen skill argument resty love face survey wrinkle satire spoil love fame life scythe knife,where so long so idly there where faster so,art thou Muse thou forget st long speak give thee thy Spend st thou thy fury worthless song Dark ning thy pow r lend base subject light Return forgetful muse straight redeem gentle number time idly spend sing ear doth thy lay esteem give thy pen skill argument rise resty Muse love sweet face survey Time wrinkle grave satire decay Time spoil despise love fame faster Time waste life thou prevent st scythe crooked knife 
101.0,"O truant Muse, what shall be thy amends
For thy neglect of truth in beauty dy'd?
Both truth and beauty on my love depends;
So dost thou too, and therein dignified.
Make answer, Muse, wilt thou not haply say,
""Truth needs no color with his color fix'd,
Beauty no pencil, beauty's truth to lay;
But best is best, if never intermix'd""?
Because he needs no praise, wilt thou be dumb?
Excuse not silence so, for't lies in thee
To make him much outlive a gilded tomb,
And to be prais'd of ages yet to be.
Then do thy office, Muse; I teach thee how
To make him seem long hence, as he shows now.",0.124,0.633,0.243,0.9538,shall depend dost make wilt say need lay intermix'd need wilt excuse silence lie make gild teach make seem show,amend thy neglect truth beauty dy'd truth beauty love answer color color fix'd pencil beauty truth praise for't tomb prais'd age office,so too therein haply never so much yet then how long hence now,o truant Muse shall thy amend thy neglect truth beauty dy d truth beauty love depend dost thou dignified answer Muse wilt thou haply Truth need color color fix d Beauty pencil beauty truth lay good good intermix d need praise wilt thou dumb excuse silence for t lie thee outlive gild tomb prais d age thy office Muse teach thee long show 
102.0,"My love is strength'ned, though more weak in seeming,
I love not less, though less the show appear;
That love is merchandiz'd whose rich esteeming
The owner's tongue doth publish every where.
Our love was new, and then but in the spring,
When I was wont to greet it with my lays,
As Philomel in summer's front doth sing,
And stops her pipe in growth of riper days:
Not that the summer is less pleasant now
Than when her mournful hymns did hush the night,
But that wild music burdens every bough,
And sweets grown common lose their dear delight.
Therefore like her, I sometime hold my tongue,
Because I would not dull you with my song.",0.113,0.643,0.244,0.961,strength'ne love appear will greet stop hush grow lose hold would dull,love seeming show love esteeming owner tongue doth publish love spring lay summer doth sing pipe growth riper day summer hymn night music burden bough sweet delight tongue song,more less where then when less now when therefore sometime,love strength ne weak love appear love merchandiz d rich esteeming owner tongue doth publish love new spring will not greet lay Philomel summer doth sing stop pipe growth riper day summer pleasant mournful hymn hush night wild music burden bough sweet grow common lose dear delight like hold tongue dull song 
103.0,"Alack, what poverty my Muse brings forth,
That having such a scope to show her pride,
The argument all bare is of more worth
Than when it hath my added praise beside.
O, blame me not if I no more can write!
Look in your glass, and there appears a face
That overgoes my blunt invention quite,
Dulling my lines, and doing me disgrace.
Were it not sinful then, striving to mend,
To mar the subject that before was well?
For to no other pass my verses tend
Than of your graces and your gifts to tell;
And more, much more than in my verse can sit,
Your own glass shows you, when you look in it.",0.102,0.75,0.148,0.6239,bring have show hath add blame can write look appear overgoe do disgrace strive mend mar pass tend tell can sit show look,poverty scope pride argument praise glass face invention line subject verse grace gift verse glass,when beside no more quite then before much when,Alack poverty Muse bring forth have scope pride argument bare worth hath add praise o blame write look glass appear face overgoe blunt invention Dulling line disgrace sinful strive mend mar subject pass verse tend grace gift tell verse sit glass show look 
104.0,"To me, fair friend, you never can be old,
For as you were when first your eye I ey'd,
Such seems your beauty still. Three winters cold
Have from the forests shook three summers' pride,
Three beauteous springs to yellow autumn turn'd
In process of the seasons have I seen,
Three April perfumes in three hot Junes burn'd,
Since first I saw you fresh, which yet are green.
Ah, yet doth beauty, like a dial hand,
Steal from his figure, and no pace perceiv'd,
So your sweet hue, which methinks still doth stand,
Hath motion, and mine eye may be deceiv'd;
For fear of which, hear this, thou age unbred:
Ere you were born was beauty's summer dead.",0.1,0.69,0.211,0.943,can ey'd seem cold shake see see steal methink may hear unbre bear,friend eye beauty winter forest summer pride spring autumn process season perfume doth beauty hand figure pace perceiv'd hue doth stand motion eye fear beauty summer,never when first still first yet so still, fair friend old eye ey d beauty winter cold forest shake summer pride beauteous spring yellow autumn turn d process season see April perfume hot Junes burn d see fresh green ah doth beauty like dial hand steal figure pace perceiv d sweet hue methink doth stand Hath motion eye deceiv d fear hear thou age unbre Ere bear beauty summer dead 
105.0,"Let not my love be call'd idolatry,
Nor my beloved as an idol show,
Since all alike my songs and praises be
To one, of one, still such, and ever so.
Kind is my love to-day, to-morrow kind,
Still constant in a wondrous excellence,
Therefore my verse, to constancy confin'd,
One thing expressing, leaves out difference.
""Fair,"" ""kind,"" and ""true"" is all my argument,
""Fair,"" ""kind,"" and ""true"" varying to other words,
And in this change is my invention spent,
Three themes in one, which wondrous scope affords.
""Fair,"" ""kind,"" and ""true"" have often liv'd alone,
Which three till now never kept seat in one.",0.112,0.765,0.123,0.5152,let call'd be express leave spend keep,love idolatry idol show song praise love day morrow kind excellence verse constancy confin'd thing difference argument varying word change invention theme scope afford liv'd seat,since alike still ever so still therefore often alone now never,let love call d idolatry beloved idol alike song praise Kind love day morrow kind constant wondrous excellence verse constancy confin d thing express leave difference Fair kind true argument Fair kind true varying word change invention spend theme wondrous scope afford Fair kind true liv d till keep seat 
106.0,"When in the chronicle of wasted time
I see descriptions of the fairest wights,
And beauty making beautiful old rhyme
In praise of ladies dead and lovely knights,
Then in the blazon of sweet beauty's best,
Of hand, of foot, of lip, of eye, of brow,
I see their antique pen would have express'd
Even such a beauty as you master now.
So all their praises are but prophecies
Of this our time, all you prefiguring,
And for they look'd but with divining eyes,
They had not still enough your worth to sing:
For we which now behold these present days
Have eyes to wonder, but lack tongues to praise.",0.059,0.706,0.235,0.9632,waste see make see would master prefigure look'd divine sing behold wonder praise,chronicle time description wight beauty rhyme praise lady knight blazon beauty hand foot lip eye brow pen beauty praise prophecy time eye worth day eye lack tongue,when then even now so still enough now,chronicle waste time description fair wight beauty make beautiful old rhyme praise lady dead lovely knight blazon sweet beauty good hand foot lip eye brow antique pen express d beauty master praise prophecy time prefigure look d divine eye worth sing behold present day eye wonder lack tongue praise 
